,business_id,name,price,status_1,status_2,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,status
271,9UxXZBpMApNiiqFM50m1Qw,King of Soulfood,,1.0,,,,,,,,,,,1.0
272,1jwkK4xhOAnatD_Vw8hgQw,Mama Lau va Oc,,,,,,,,,,,,,1.0
273,8ndWtD9HFE68rLKPNtyUjg,Zaxby's Chicken Fingers & Buffalo Wings,1.0,,,,,,,,,,,,1.0
274,RujjZ3yB9dgR9I904qYinA,Near&Tasty,1.0,,,,,,,,,,,,1.0
275,MFTBZXD-kDVEZC0f2nKgSQ,The Madras Cafe,,,,,,,,,,,,,1.0
276,gukkct-nlOF8a8neLw598Q,Seafood Bandits,,,,,,,,,,,,,1.0
277,5PbqG5VOjIanLOk9Jdw8cw,Yummi,,,,,,,,,,,,,1.0
278,oW0u2tZX0aslP_OoRalNtQ,Cabimas Latin Restaurant & Gallery,,,,,,,,,,,,,1.0
279,yJuY2lL-bLqrCFRBLzrzcg,Don Julio Mexican Kitchen & Tequila Bar,2.0,6.0,,,,,,,,,,,6.0
280,IkpqTtL8Ama8zZngQ_6ZDw,CFS Coffee,,6.0,,,,,,,,,,,1.0
281,NrjYWkTiylNo4eJzJTFVGg,Plaza Garden Restaurant,,1.0,,,,,,,,,,,1.0
282,liGnFCreV4BYC039D6e5iw,Sundial Cafe,1.0,6.0,,,,,,,,,,,6.0
283,SgDWpWfkQ2Ikn5eqVkYzBQ,Hungry Howie's Pizza & Subs,1.0,6.0,,,,,,,,,,,6.0
285,Tjee1YAdJCp0bjNjEJ-avQ,Teatro Martini,,1.0,,,,,,,,,,,1.0
286,-c7jc2qMETbJQwWOXWbHSg,Jaber Lebanese Cuisine,,1.0,,,,,,,,,,,1.0
287,6d7ppbBQa-slfGyUMoAEXg,Captain D's,1.0,,,,,,,,,,,,1.0
288,BagLeKP3wgcP9EWu34Bd8w,Mr. & Mrs. Crab,,6.0,,,,,,,,,,,1.0
289,sHxhAXSqcMPtktzlk_OmFQ,Vanessa's Coffee Shop,,6.0,,,,,,,,,,,1.0
290,,La Campana Mexican Restaurant,,,,,,,,,,,,,1.0
291,ee3Pbg52ORdDL5UM0X3F-w,Wawa,,6.0,,,,,,,,,,,1.0
292,fi6WV8q8zRsvQwyFAasACw,La Bayou Crawfish,,,,,,,,,,,,,1.0
294,FonXdTWvncTvR5YvG_dzog,Chicken Waffle Grill,1.0,,,,,,,,,,,,1.0
295,GLHa2PtTm9wL_cUvEYxkHQ,El Palacio Buffet,2.0,6.0,,,,,,,,,,,6.0
296,ULaV_vbO49ldz_pqmmde2Q,China Magic,,,,,,,,,,,,,1.0
297,E8Im6IN6claV-7mYs7QBAQ,El Importado,,,,,,,,,,,,,1.0
298,jwN6kqi2rOebgRm3VXaG5A,Manchu Wok,2.0,,,,,,,,,,,,6.0
300,wo6P5d7qz50xeaYqFsvOEA,Aroma Latin Cuisine,,,,,,,,,,,,,1.0
301,14slHYFdLG1KrB8AoA4wGg,Paradise Bakery & Lounge,1.0,1.0,,,,,,,,,,,5.0
302,D7EEt__Jswl3iE65QAmJ7A,Sideward Brewing Co,,,,,,,,,,,,,1.0
303,nKJHhj8IT7Rh2LsbhnZ0YA,The King Crab Shack,,,,,,,,,,,,,1.0
304,xHFJC3rbCmj1pmlXW92sSw,Great Wraps,,1.0,,,,,,,,,,,1.0
305,TA_zdRBtJA_l0_5QPXJf9Q,HÃ„OS  on Church,,,,,,,,,,,,,1.0
306,SiIGe_H_sXaMN0NVPFv5qw,Church's Chicken,1.0,,,,,,,,,,,,6.0
307,IGl3WUM1swm2onte0ZphrA,Shaka Donuts,2.0,,,,,,,,,,,,1.0
308,V-GSlf_KE5rG3Kf6t7BY2w,Two Italian Brothers,1.0,,,,,,,,,,,,1.0
309,,Noodles and Rice,,,,,,,,,,,,,1.0
310,fgwhPaakfKqBZZ8DxBALLQ,Twistee Treat,1.0,6.0,,,,,,,,,,,1.0
311,7jcpSD-nzehGsa9VyL-8fA,Kabooki Sushi Sandlake,,,,,,,,,,,,,1.0
312,KLMC4Tgin63xa2j9w8Im-w,J-Petal & Poke Waterford,,,,,,,,,,,,,1.0
313,-oKhrdCrX0HPrNpy8-9OEQ,El Valle Restaurant,,1.0,,,,,,,,,,,1.0
315,wTxU_X84UIGkBtBf1jjgTA,Romanoâ€™s Pizza & Wings,,1.0,,,,,,,,,,,1.0
316,qLOnAZ1fWN2zJwbOgucXYQ,Finca Casual Kitchen,,,,,,,,,,,,,1.0
317,uRksqyY6byht1u3F0Zm3YA,The Nook on Robinson,,,,,,,,,,,,,1.0
318,bTODBJcWNdKZEK9K0VGMcg,Gringos Locos - UCF,,,,,,,,,,,,,1.0
319,KUIzoCxy1Ph7a3bUz19LqQ,Tomatoes Mediterranean Taste,,,,,,,,,,,,,1.0
320,Mck1F1ipZaImjUb5hzeC1Q,Today Cafe,,,,,,,,,,,,,1.0
321,Q-c-0EKMRg36L1YbIHvN9Q,ROCK Dinner Show,,,,,,,,,,,,,1.0
322,7C8kuEAjaC6K1sxim7I5sQ,PokeKai,,,,,,,,,,,,,1.0
323,krOzRyBj4I_5ipBvj9ktxA,Pita Spot,,1.0,,,,,,,,,,,1.0
324,W7PgsBw0QQ6CHFR8YlwiUw,Sus Hi Eatstation,,6.0,,,,,,,,,,,1.0
325,eDx4-4mA5AaXxrv5RarGXA,Captain D's,,,,,,,,,,,,,1.0
326,7Y3jcYp0OFUWbK34Rfyr1g,Pokeworks,2.0,,,,,,,,,,,,1.0
328,jJinGQGKa3pd9Zu5_5u4sQ,Centertown,1.0,,,,,,,,,,,,1.0
329,Pl7PCrzUa9J8xpzWiuGi_g,Crazy Pollo Latin Grill,,1.0,,,,,,,,,,,1.0
330,lGpBzOsx6sedkYGjBWiviQ,Sabores Bakery,1.0,,,,,,,,,,,,5.0
331,6N6I6kfLNOMLs6_P4hO2jg,Zaxby's Chicken Fingers & Buffalo Wings,,,,,,,,,,,,,1.0
332,LErmbeyCfMblDXkEwGTw1Q,Hidden Sushi,,1.0,,,,,,,,,,,1.0
333,sFaAUn3v2tvUhY_HAruSrQ,Asian Chao Oriental Eatery,,1.0,,,,,,,,,,,1.0
334,V9gCrTnikAuuvFfx_QEG0A,Cincinnati Chili Company,1.0,,,,,,,,,,,,1.0
335,uccTgm_S7v4N7INpvDgs-w,Mr Sushi Express,1.0,,,,,,,,,,,,5.0
337,ugxQ2PirNbnsEfWGwHekGg,Taste Of Chengdu,2.0,,,,,,,,,,,,6.0
338,1M2m-iSxR8RNZ_B6Dkielg,Tin And Taco Waterford,,,,,,,,,,,,,1.0
339,cplmWXCfPCn7EYaDzB2X3w,Armando's,2.0,6.0,,,,,,,,,,,6.0
340,GUOlW_eoh44ApfU53qP8sw,Millie Moo's,,,,,,,,,,,,,1.0
341,FPgJ84oZcwy1ci1o3bgOhQ,Osphere Neighborhood Grill and Bar,2.0,,,,,,,,,,,,1.0
342,lx7xFvTrigH_mfVYhcPEwQ,Lu Garden,1.0,,,,,,,,,,,,1.0
343,oRlO5kIe7czIoLsfnqd74g,Wang Sports BBQ,,,,,,,,,,,,,1.0
344,2MZzE0Bbqa1FMS_oTXU_Rg,'63 South,1.0,1.0,,,,,,,,,,,1.0
345,Maecu4-sLGV5KdCCitwcXA,U Roll Sushi,1.0,1.0,,,,,,,,,,,6.0
